Area Name,Area ID,Park Name,Park Name,Squirrel ID,Primary Fur Color,Primary Fur Color,Highlights in Fur Color,Highlights in Fur Color,Squirrel Latitude (DD.DDDDDD),Squirrel Longitude (-DD.DDDDDD)
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-23,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-24,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-25,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-26,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-27,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-28,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-29,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-30,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-31,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-32,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-33,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-34,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-35,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-36,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-37,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-38,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-39,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-40,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-41,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-42,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-43,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-44,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-45,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-46,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-47,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-50,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-52,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-53,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-54,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-55,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-56,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-57,Gray,3,Gray,3,40.7429,-73.9734
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-58,Gray,3,Gray,3,40.85941,-73.933936
CENTRAL MANHATTAN,B,Tompkins Square Park,17,B-11-59,Gray,3,Gray,3,40.859436,-73.933937
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-02,Gray,3,Gray,3,40.846064,-73.941497
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-01,Gray,3,Gray,3,40.847296,-73.942061
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-02,Gray,3,Gray,3,40.847259,-73.941598
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-03,Gray,3,Gray,3,40.84719,-73.941308
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-04,Gray,3,Gray,3,40.742807,-73.988435
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-09,Gray,3,Gray,3,40.733753,-73.983682
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-11,Gray,3,Gray,3,40.733648,-73.983483
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-12,Gray,3,Gray,3,40.733631,-73.983419
BROOKLYN,D,McCarren Park,10,D-22-36,Cinnamon,2,"Gray, Cinnamon",3.2,40.735947,-73.99023
LOWER MANHATTAN,C,Battery Park,1,C-20-06,Cinnamon,2,"Gray, White",3.4,40.731974,-73.998482
BROOKLYN,D,McCarren Park,10,D-22-19,Cinnamon,2,"Gray, White",3.4,40.711303,-73.97759
LOWER MANHATTAN,C,Battery Park,1,C-20-04,Cinnamon,2,Unknown,5,40.731665,-73.997747
LOWER MANHATTAN,C,Battery Park,1,C-20-18,Gray,3,Unknown,5,40.731548,-73.99758
LOWER MANHATTAN,C,Battery Park,1,C-20-20,Cinnamon,2,Unknown,5,40.731389,-73.997231
LOWER MANHATTAN,C,Battery Park,1,C-20-22,Cinnamon,2,Unknown,5,40.7312,-73.996805
LOWER MANHATTAN,C,Battery Park,1,C-20-23,Gray,3,Unknown,5,40.731119,-73.996655
LOWER MANHATTAN,C,City Hall Park,2,C-19-02,Gray,3,Unknown,5,40.731861,-73.998122
LOWER MANHATTAN,C,City Hall Park,2,C-19-03,Gray,3,Unknown,5,40.731804,-73.997999
LOWER MANHATTAN,C,City Hall Park,2,C-19-13,Gray,3,Unknown,5,40.731747,-73.997859
LOWER MANHATTAN,C,Columbus Park,21,C-16-03,Gray,3,Unknown,5,40.731936,-73.998598
LOWER MANHATTAN,C,Columbus Park,21,C-16-04,Gray,3,Unknown,5,40.732001,-73.998491
LOWER MANHATTAN,C,Corlears Hook Park,3,C-15-01,Gray,3,Unknown,5,40.730411,-73.997766
LOWER MANHATTAN,C,Corlears Hook Park,3,C-15-02,Gray,3,Unknown,5,40.731031,-73.999122
LOWER MANHATTAN,C,Corlears Hook Park,3,C-15-03,Gray,3,Unknown,5,40.731504,-73.998977
LOWER MANHATTAN,C,Corlears Hook Park,3,C-15-06,Gray,3,Unknown,5,40.731548,-73.998842
LOWER MANHATTAN,C,Corlears Hook Park,3,C-15-07,Gray,3,Unknown,5,40.731608,-73.998928
LOWER MANHATTAN,C,Corlears Hook Park,3,C-15-08,Gray,3,Unknown,5,40.731503,-73.999014
LOWER MANHATTAN,C,Corlears Hook Park,3,C-15-12,Gray,3,Unknown,5,40.731552,-73.998788
LOWER MANHATTAN,C,Corlears Hook Park,3,C-15-16,Cinnamon,2,Unknown,5,40.731952,-73.998647
CENTRAL MANHATTAN,B,Madison Square Park,8,B-07-01,Gray,3,Unknown,5,40.712159,-73.979415
CENTRAL MANHATTAN,B,Madison Square Park,8,B-07-02,Gray,3,Unknown,5,40.741862,-73.988797
CENTRAL MANHATTAN,B,Madison Square Park,8,B-07-03,Gray,3,Unknown,5,40.711866,-73.97976
CENTRAL MANHATTAN,B,Madison Square Park,8,B-07-04,Gray,3,Unknown,5,40.735587,-73.990367
CENTRAL MANHATTAN,B,Madison Square Park,8,B-07-05,Gray,3,Unknown,5,40.859493,-73.93359
CENTRAL MANHATTAN,B,Madison Square Park,8,B-07-06,Gray,3,Unknown,5,40.842327,-73.934269
CENTRAL MANHATTAN,B,Madison Square Park,8,B-07-07,Gray,3,Unknown,5,40.725738,-73.972105
CENTRAL MANHATTAN,B,Madison Square Park,8,B-07-09,Gray,3,Unknown,5,40.716335,-74.015612
CENTRAL MANHATTAN,B,Madison Square Park,8,B-07-10,Gray,3,Unknown,5,40.722614,-73.972894
CENTRAL MANHATTAN,B,Madison Square Park,8,B-07-11,Gray,3,Unknown,5,40.735847,-73.990115
BROOKLYN,D,McCarren Park,10,D-22-05,Cinnamon,2,Unknown,5,40.703383,-74.015584
BROOKLYN,D,McCarren Park,10,D-22-06,Cinnamon,2,Unknown,5,40.702934,-74.015775
BROOKLYN,D,McCarren Park,10,D-22-07,Cinnamon,2,Unknown,5,40.702411,-74.015896
BROOKLYN,D,Msgr. McGolrick Park,11,D-21-04,Gray,3,Unknown,5,40.731103,-73.996601
BROOKLYN,D,Msgr. McGolrick Park,11,D-21-05,Gray,3,Unknown,5,40.73092,-73.996242
BROOKLYN,D,Msgr. McGolrick Park,11,D-21-07,Gray,3,Unknown,5,40.730782,-73.996017
BROOKLYN,D,Msgr. McGolrick Park,11,D-21-08,Gray,3,Unknown,5,40.712118,-73.97968
BROOKLYN,D,Msgr. McGolrick Park,11,D-21-09,Gray,3,Unknown,5,40.71224,-73.979744
BROOKLYN,D,Msgr. McGolrick Park,11,D-21-10,Gray,3,Unknown,5,40.714875,-74.000346
BROOKLYN,D,Msgr. McGolrick Park,11,D-21-11,Gray,3,Unknown,5,40.703885,-74.016161
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-03,Cinnamon,2,Unknown,5,40.7159,-74.000167
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-04,Gray,3,Unknown,5,40.721161,-73.950732
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-05,Gray,3,Unknown,5,40.842795,-73.933002
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-06,Gray,3,Unknown,5,40.720026,-73.953652
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-09,Gray,3,Unknown,5,40.720026,-73.953652
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-10,Gray,3,Unknown,5,40.720026,-73.953652
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-11,Cinnamon,2,Unknown,5,40.720026,-73.953652
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-12,Gray,3,Unknown,5,40.720026,-73.953652
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-13,Cinnamon,2,Unknown,5,40.720026,-73.953652
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-14,Gray,3,Unknown,5,40.720026,-73.953652
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-15,Gray,3,Unknown,5,40.847113,-73.940937
CENTRAL MANHATTAN,B,Union Square Park,18,B-08-16,Cinnamon,2,Unknown,5,40.725364,-73.943512
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-05,Gray,3,Unknown,5,40.742255,-73.987433
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-06,Gray,3,Unknown,5,40.742421,-73.98808
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-07,Gray,3,Unknown,5,40.742421,-73.98808
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-08,Gray,3,Unknown,5,40.742421,-73.98808
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-10,Gray,3,Unknown,5,40.742421,-73.98808
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-13,Gray,3,Unknown,5,40.742421,-73.98808
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-14,Gray,3,Unknown,5,40.803616,-73.944464
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-15,Gray,3,Unknown,5,40.803413,-73.944207
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-16,Gray,3,Unknown,5,40.80338,-73.944148
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-17,Gray,3,Unknown,5,40.803392,-73.944228
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-18,Gray,3,Unknown,5,40.846332,-73.940369
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-19,Gray,3,Unknown,5,40.721181,-73.951255
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-20,Gray,3,Unknown,5,40.721181,-73.951255
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-21,Gray,3,Unknown,5,40.702922,-74.016629
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-22,Gray,3,Unknown,5,40.704188,-74.014853
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-23,Gray,3,Unknown,5,40.713044,-74.006242
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-24,Gray,3,Unknown,5,40.842673,-73.932793
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-25,Gray,3,Unknown,5,40.842401,-73.932986
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-26,Gray,3,Unknown,5,40.734221,-73.984397
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-27,Gray,3,Unknown,5,40.734261,-73.984284
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-28,Gray,3,Unknown,5,40.734144,-73.984059
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-29,Gray,3,Unknown,5,40.712179,-73.979776
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-30,Gray,3,Unknown,5,40.712216,-73.979857
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-31,Gray,3,Unknown,5,40.704053,-74.01612
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-32,Gray,3,Unknown,5,40.702597,-74.016132
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-33,Gray,3,Unknown,5,40.703897,-74.016118
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-34,Gray,3,Unknown,5,40.703848,-74.016134
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-35,Gray,3,Unknown,5,40.846222,-73.94094
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-36,Gray,3,Unknown,5,40.846222,-73.94094
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-37,Gray,3,Unknown,5,40.730341,-73.996052
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-38,Gray,3,Unknown,5,40.7303,-73.996106
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-39,Gray,3,Unknown,5,40.730247,-73.996175
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-40,Gray,3,Unknown,5,40.730231,-73.996138
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-41,Gray,3,Unknown,5,40.730077,-73.996277
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-42,Gray,3,Unknown,5,40.729976,-73.997154
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-43,Gray,3,Unknown,5,40.72996,-73.997079
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-44,Gray,3,Unknown,5,40.729927,-73.997036
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-45,Gray,3,Unknown,5,40.729988,-73.997106
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-46,Gray,3,Unknown,5,40.72998,-73.997031
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-47,Gray,3,Unknown,5,40.730318,-73.997213
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-48,Gray,3,Unknown,5,40.730301,-73.997251
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-49,Gray,3,Unknown,5,40.730334,-73.997589
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-50,Gray,3,Unknown,5,40.730411,-73.997589
CENTRAL MANHATTAN,B,Washington Square Park,19,B-10-51,Gray,3,Unknown,5,40.730395,-73.997535
LOWER MANHATTAN,C,Battery Park,1,C-20-07,Cinnamon,2,White,4,40.725397,-73.943297
LOWER MANHATTAN,C,Battery Park,1,C-20-08,Gray,3,White,4,40.722698,-73.953198
LOWER MANHATTAN,C,Battery Park,1,C-20-09,Gray,3,White,4,40.721315,-73.950943
LOWER MANHATTAN,C,Battery Park,1,C-20-11,Gray,3,White,4,40.859418,-73.933895
LOWER MANHATTAN,C,Battery Park,1,C-20-12,Gray,3,White,4,40.859989,-73.934544
LOWER MANHATTAN,C,Battery Park,1,C-20-13,Gray,3,White,4,40.846458,-73.94103
LOWER MANHATTAN,C,Battery Park,1,C-20-15,Gray,3,White,4,40.841212,-73.934827
LOWER MANHATTAN,C,Battery Park,1,C-20-16,Gray,3,White,4,40.817479,-73.949006
LOWER MANHATTAN,C,Battery Park,1,C-20-17,Gray,3,White,4,40.816425,-73.949474
LOWER MANHATTAN,C,Battery Park,1,C-20-21,Gray,3,White,4,40.712881,-74.005823
LOWER MANHATTAN,C,City Hall Park,2,C-19-01,Gray,3,White,4,40.846296,-73.941132
LOWER MANHATTAN,C,City Hall Park,2,C-19-08,Gray,3,White,4,40.841375,-73.934242
LOWER MANHATTAN,C,City Hall Park,2,C-19-10,Gray,3,White,4,40.76117,-73.9724
LOWER MANHATTAN,C,City Hall Park,2,C-19-12,Gray,3,White,4,40.76117,-73.9724
LOWER MANHATTAN,C,City Hall Park,2,C-19-14,Gray,3,White,4,40.76117,-73.9724
LOWER MANHATTAN,C,City Hall Park,2,C-19-15,Gray,3,White,4,40.804253,-73.944121
LOWER MANHATTAN,C,City Hall Park,2,C-19-16,Gray,3,White,4,40.803758,-73.94433
LOWER MANHATTAN,C,City Hall Park,2,C-19-17,Gray,3,White,4,40.76117,-73.9724
LOWER MANHATTAN,C,City Hall Park,2,C-19-18,Gray,3,White,4,40.76117,-73.9724
LOWER MANHATTAN,C,Corlears Hook Park,3,C-15-11,Gray,3,White,4,40.846332,-73.940369
UPPER MANHATTAN,A,Fort Tryon Park,4,A-01-01,Gray,3,White,4,40.723006,-73.951655
UPPER MANHATTAN,A,Fort Tryon Park,4,A-01-02,Gray,3,White,4,40.846222,-73.94094
UPPER MANHATTAN,A,Fort Tryon Park,4,A-01-03,Gray,3,White,4,40.711927,-73.979658
UPPER MANHATTAN,A,Fort Tryon Park,4,A-01-04,Gray,3,White,4,40.734204,-73.984242
UPPER MANHATTAN,A,Fort Tryon Park,4,A-01-07,Gray,3,White,4,40.711316,-73.978343
UPPER MANHATTAN,A,Fort Tryon Park,4,A-01-09,Gray,3,White,4,40.703989,-74.015202
UPPER MANHATTAN,A,Fort Tryon Park,4,A-01-10,Gray,3,White,4,40.722603,-73.951449
UPPER MANHATTAN,A,Fort Tryon Park,4,A-01-12,Gray,3,White,4,40.719944,-73.952505
UPPER MANHATTAN,A,Highbridge Park,5,A-03-02,Gray,3,White,4,40.711442,-73.978354
UPPER MANHATTAN,A,Highbridge Park,5,A-03-03,Gray,3,White,4,40.702313,-74.015644
UPPER MANHATTAN,A,Highbridge Park,5,A-03-04,Gray,3,White,4,40.742792,-73.987046
UPPER MANHATTAN,A,Highbridge Park,5,A-03-12,Gray,3,White,4,40.846088,-73.940613
UPPER MANHATTAN,A,J. Hood Wright Park,6,A-02-13,Gray,3,White,4,40.842359,-73.934177
UPPER MANHATTAN,A,J. Hood Wright Park,6,A-02-15,Gray,3,White,4,40.73672,-73.9674
UPPER MANHATTAN,A,J. Hood Wright Park,6,A-02-24,Cinnamon,2,White,4,40.73672,-73.9674
BROOKLYN,D,McCarren Park,10,D-22-01,Cinnamon,2,White,4,40.704211,-74.015859
BROOKLYN,D,McCarren Park,10,D-22-02,Gray,3,White,4,40.721662,-73.953278
BROOKLYN,D,McCarren Park,10,D-22-03,Gray,3,White,4,40.721713,-73.95305
BROOKLYN,D,McCarren Park,10,D-22-08,Cinnamon,2,White,4,40.720114,-73.952768
BROOKLYN,D,McCarren Park,10,D-22-12,Gray,3,White,4,40.74288,-73.987663
BROOKLYN,D,McCarren Park,10,D-22-13,Gray,3,White,4,40.721941,-73.952947
BROOKLYN,D,McCarren Park,10,D-22-14,Cinnamon,2,White,4,40.715033,-73.989609
BROOKLYN,D,McCarren Park,10,D-22-15,Gray,3,White,4,40.715208,-73.989534
BROOKLYN,D,McCarren Park,10,D-22-23,Gray,3,White,4,40.711417,73.977767
BROOKLYN,D,McCarren Park,10,D-22-24,Gray,3,White,4,40.711421,-73.977692
BROOKLYN,D,McCarren Park,10,D-22-26,Gray,3,White,4,40.711409,-73.977719
BROOKLYN,D,McCarren Park,10,D-22-28,Gray,3,White,4,40.842308,-73.933061
BROOKLYN,D,McCarren Park,10,D-22-30,Gray,3,White,4,40.721026,-73.950765
BROOKLYN,D,McCarren Park,10,D-22-31,Cinnamon,2,White,4,40.72263,-73.973109
BROOKLYN,D,McCarren Park,10,D-22-40,Cinnamon,2,White,4,40.71174,-73.980539
BROOKLYN,D,McCarren Park,10,D-22-43,Gray,3,White,4,40.721247,-73.951609
BROOKLYN,D,Msgr. McGolrick Park,11,D-21-12,Gray,3,White,4,40.713518,-74.006308
UPPER MANHATTAN,A,St. Nicholas Park,14,A-04-01,Gray,3,White,4,40.846088,-73.940613
UPPER MANHATTAN,A,St. Nicholas Park,14,A-04-03,Gray,3,White,4,40.846185,-73.940613
UPPER MANHATTAN,A,St. Nicholas Park,14,A-04-04,Gray,3,White,4,40.841359,-73.934339
UPPER MANHATTAN,A,St. Nicholas Park,14,A-04-05,Gray,3,White,4,40.841375,-73.934242
UPPER MANHATTAN,A,St. Nicholas Park,14,A-04-08,Gray,3,White,4,40.725197,-73.943273
UPPER MANHATTAN,A,St. Nicholas Park,14,A-04-09,Gray,3,White,4,40.725197,-73.943273
UPPER MANHATTAN,A,St. Nicholas Park,14,A-04-12,Gray,3,White,4,40.704171,-74.015242
UPPER MANHATTAN,A,St. Nicholas Park,14,A-04-13,Gray,3,White,4,40.845749,-73.9407
